,id,carat,cut,color,clarity,depth,table,price
20992,20992,0.3,2,6,2,62.2,58.0,552
20993,20993,0.7,1,2,5,61.7,55.0,3612
20994,20994,1.02,2,2,5,62.8,59.0,5666
20995,20995,1.18,3,3,6,59.9,59.0,6053
20996,20996,0.52,3,4,7,63.1,56.0,1151
20997,20997,0.71,4,6,2,63.8,56.0,2572
20998,20998,0.7,3,2,7,61.5,59.0,2464
20999,20999,0.71,1,5,4,61.6,57.0,2175
21000,21000,2.0,1,7,6,62.4,54.0,12433
21001,21001,0.61,1,4,4,60.9,57.0,2167
21002,21002,0.74,4,2,5,63.5,56.0,3163
21003,21003,1.51,4,1,7,64.1,61.0,8706
21004,21004,0.27,3,2,3,58.6,61.0,575
21005,21005,1.51,1,4,4,61.9,57.0,14674
21006,21006,0.27,1,2,2,61.7,57.0,846
21007,21007,1.23,2,6,4,61.6,58.0,5632
21008,21008,0.55,2,2,5,60.5,58.0,1786
21009,21009,1.05,5,3,6,64.6,57.0,5186
21010,21010,1.05,2,3,7,61.7,60.0,4363
21011,21011,1.02,1,4,8,61.5,56.0,3321
21012,21012,2.48,2,6,6,61.0,60.0,16715
21013,21013,0.34,1,3,1,61.7,55.0,1276
21014,21014,1.59,1,6,5,61.7,57.0,10752
21015,21015,0.3,1,2,5,61.4,59.0,911
21016,21016,0.57,1,2,4,61.3,57.0,2110
21017,21017,0.74,2,6,7,60.6,60.0,1803
21018,21018,1.0,4,2,6,57.5,62.0,5051
21019,21019,1.05,1,3,6,62.0,55.0,5457
21020,21020,0.52,1,2,5,61.4,54.0,1694
21021,21021,0.41,2,3,3,61.6,59.0,951
21022,21022,0.43,2,2,5,61.6,59.0,981
21023,21023,1.02,2,5,6,61.9,61.0,4558
21024,21024,1.0,2,3,6,62.1,59.0,5152
21025,21025,0.33,1,5,4,61.9,56.0,743
21026,21026,0.23,3,2,5,62.4,60.0,400
21027,21027,0.32,2,5,4,61.6,59.0,524
21028,21028,1.14,1,3,8,61.7,57.0,3824
21029,21029,0.5,1,4,3,62.0,56.0,1935
21030,21030,1.11,1,7,4,61.7,57.0,4854
21031,21031,2.04,1,6,7,62.8,57.0,10282
21032,21032,1.57,3,7,7,62.1,60.0,6702
21033,21033,0.53,2,2,5,60.9,60.0,1813
21034,21034,0.71,3,1,4,62.5,58.0,3333
21035,21035,0.31,1,5,5,61.9,55.0,489
21036,21036,0.54,2,1,6,62.6,57.0,1650
21037,21037,2.03,1,4,7,62.5,56.0,16505
21038,21038,1.0,4,6,7,63.9,60.0,3528
21039,21039,0.34,2,1,6,61.2,58.0,803
21040,21040,2.04,2,5,7,58.0,58.0,11820
21041,21041,0.63,3,3,4,59.2,57.0,2149
21042,21042,1.21,1,4,2,61.0,57.0,10295
21043,21043,0.75,3,1,7,63.6,58.0,2618
21044,21044,1.01,3,4,6,62.9,61.0,4588
21045,21045,0.25,1,5,2,62.4,55.0,525
21046,21046,1.2,3,4,3,62.4,56.0,8712
21047,21047,1.05,2,3,7,62.8,55.0,4363
21048,21048,0.53,1,6,5,61.9,54.0,1173
21049,21049,0.44,1,6,4,61.4,55.0,1245
21050,21050,1.22,1,4,2,61.5,56.0,12081
21051,21051,0.39,2,4,2,60.4,59.0,1170
21052,21052,1.01,5,6,4,64.9,56.0,3801
21053,21053,0.3,3,6,6,63.4,57.0,506
21054,21054,0.76,1,4,4,59.4,57.0,2972
21055,21055,0.25,3,3,4,62.1,58.0,436
21056,21056,1.0,1,2,5,62.9,55.0,6871
21057,21057,1.21,1,4,5,61.1,57.0,7996
21058,21058,0.38,3,2,5,59.2,60.0,866
21059,21059,0.51,1,2,6,61.1,56.0,1343
21060,21060,0.31,1,6,2,61.4,54.0,571
21061,21061,0.7,5,1,6,64.6,57.0,2318
21062,21062,1.5,3,1,6,60.0,59.0,12060
21063,21063,0.44,2,5,2,60.1,58.0,1119
21064,21064,0.42,1,4,2,60.0,57.0,1235
21065,21065,1.01,3,4,5,63.0,57.0,5919
21066,21066,1.03,3,2,7,60.7,63.0,4326
21067,21067,0.59,1,6,2,61.6,55.0,1698
21068,21068,1.5,2,2,4,60.3,60.0,16409
21069,21069,1.13,2,5,7,62.3,59.0,4294
21070,21070,1.54,2,4,3,62.2,59.0,15983
21071,21071,1.17,1,3,3,61.9,54.0,10351
21072,21072,1.01,5,3,7,58.2,61.0,4127
21073,21073,0.3,3,4,6,60.1,58.0,413
21074,21074,0.43,3,4,6,62.3,59.0,754
21075,21075,0.9,3,1,4,60.3,58.0,5331
21076,21076,1.51,2,7,6,61.2,62.0,6976
21077,21077,0.28,3,4,2,60.7,56.0,586
21078,21078,0.39,1,2,3,61.9,55.0,1034
21079,21079,0.75,2,5,6,60.7,62.0,2331
21080,21080,1.2,1,3,5,61.9,53.0,8669
21081,21081,0.9,4,3,4,63.3,59.0,4508
21082,21082,0.42,2,4,3,60.4,59.0,1103
21083,21083,1.2,1,5,6,61.2,60.0,6569
21084,21084,1.16,1,5,7,60.9,59.0,5388
21085,21085,1.11,2,2,7,61.0,60.0,4177
21086,21086,0.31,1,3,4,61.2,56.0,821
21087,21087,0.35,1,1,6,60.7,57.0,827
21088,21088,0.83,2,4,4,58.8,58.0,3602
21089,21089,1.0,2,4,4,59.2,60.0,6115
21090,21090,0.9,2,2,6,61.3,60.0,4209
21091,21091,0.57,1,3,2,61.1,55.0,3057
21092,21092,0.6,2,3,3,61.3,59.0,2350
21093,21093,0.43,2,3,6,61.7,58.0,948
21094,21094,1.77,2,6,5,62.3,58.0,12378
21095,21095,0.31,2,1,6,60.0,61.0,732
21096,21096,1.6,1,4,1,59.8,54.0,16547
21097,21097,0.38,1,4,3,61.5,55.2,929
21098,21098,0.36,3,4,4,61.4,55.0,903
21099,21099,0.25,3,3,3,60.4,59.0,575
21100,21100,0.33,1,3,2,61.5,56.0,964
21101,21101,1.74,2,4,4,61.7,58.0,17904
21102,21102,0.52,3,4,4,63.3,55.0,1815
21103,21103,1.1,3,3,5,62.0,59.0,6708
21104,21104,0.9,4,2,7,63.7,63.0,3595
21105,21105,1.13,2,5,7,62.3,57.0,4873
21106,21106,0.37,5,3,6,65.3,56.0,527
21107,21107,0.31,3,1,3,60.5,56.0,1009
21108,21108,0.42,1,3,6,61.6,55.0,838
21109,21109,0.62,1,2,6,61.5,57.0,1749
21110,21110,0.31,1,1,5,61.2,55.0,942
21111,21111,0.76,1,3,7,60.3,60.0,2624
21112,21112,0.5,1,2,5,60.0,57.0,1624
21113,21113,0.9,1,5,4,62.1,56.0,5013
21114,21114,0.32,3,2,5,61.6,58.0,594
21115,21115,0.31,1,4,5,61.7,55.0,562
21116,21116,1.23,1,6,2,62.1,57.0,6989
21117,21117,1.0,1,4,4,62.7,54.0,6349
21118,21118,1.01,3,1,3,63.6,59.0,9451
21119,21119,0.9,3,4,5,63.1,56.0,4309
21120,21120,1.13,1,5,4,61.6,55.0,7571
21121,21121,0.71,1,6,4,62.0,58.0,2266
21122,21122,0.79,1,1,7,62.8,57.0,2853
21123,21123,1.25,2,7,6,62.0,58.0,5166
21124,21124,0.41,3,2,3,61.6,60.0,1249
21125,21125,0.46,1,2,4,61.7,56.0,1834
21126,21126,0.53,1,3,5,61.8,55.0,1631
21127,21127,0.91,3,5,5,62.6,57.0,4922
21128,21128,0.71,2,3,5,62.1,58.0,2801
21129,21129,0.71,1,2,3,62.0,56.0,4467
21130,21130,0.52,2,6,6,62.5,59.0,1073
21131,21131,0.73,1,2,4,61.4,55.0,3471
21132,21132,0.72,2,1,7,60.3,58.0,2484
21133,21133,0.38,1,5,6,62.0,54.0,671
21134,21134,0.85,1,5,7,61.8,54.0,2659
21135,21135,0.35,2,1,6,61.0,60.0,644
21136,21136,0.37,1,5,6,60.9,57.0,552
21137,21137,1.2,1,5,4,61.6,57.0,8275
21138,21138,0.3,4,4,5,63.1,58.0,491
21139,21139,0.42,1,1,6,61.9,55.0,970
21140,21140,1.02,4,2,4,63.9,56.0,7602
21141,21141,1.2,3,3,3,63.8,58.0,10173
21142,21142,1.04,2,3,6,59.8,59.0,5284
21143,21143,1.14,2,5,6,60.7,58.0,5003
21144,21144,0.53,3,1,5,63.2,56.0,1601
21145,21145,0.78,1,4,6,60.6,57.0,3004
21146,21146,1.06,4,4,4,63.4,57.0,6477
21147,21147,1.02,5,6,7,66.2,57.0,3290
21148,21148,1.03,3,4,6,59.4,60.0,5353
21149,21149,0.71,2,2,6,59.1,60.0,2441
21150,21150,0.9,2,3,6,63.0,60.0,4158
21151,21151,0.71,2,6,4,61.8,58.0,2327
21152,21152,2.55,2,6,7,62.9,58.0,14351
21153,21153,1.0,5,3,7,65.7,61.0,3443
21154,21154,1.05,2,3,7,62.3,56.0,4363
21155,21155,0.7,3,1,4,62.7,58.0,2777
21156,21156,0.54,3,4,6,62.8,59.0,1392
21157,21157,1.01,4,4,7,63.8,53.0,4185
21158,21158,0.41,2,4,5,61.5,58.0,1061
21159,21159,0.9,4,3,7,64.3,57.0,3210
21160,21160,1.63,1,4,7,62.6,53.0,10680
21161,21161,1.54,2,7,2,62.4,59.0,9215
21162,21162,0.41,4,6,6,63.8,57.0,611
21163,21163,1.71,2,4,7,60.9,58.0,11248
21164,21164,0.53,3,2,6,63.0,55.0,1408
21165,21165,0.32,1,4,6,61.3,57.0,612
21166,21166,0.9,4,5,5,64.3,60.0,3890
21167,21167,1.26,1,6,7,62.0,56.0,5363
21168,21168,0.52,1,6,1,60.2,56.0,1988
21169,21169,0.52,2,4,5,61.7,58.0,1577
21170,21170,0.51,2,4,5,62.4,58.0,1438
21171,21171,0.9,4,1,7,63.5,62.0,3425
21172,21172,0.39,1,5,1,61.9,55.6,1039
21173,21173,0.41,1,2,6,61.4,57.0,705
21174,21174,0.9,3,2,7,59.4,58.0,3872
21175,21175,0.3,1,2,5,62.2,56.0,658
21176,21176,0.71,4,3,6,57.9,53.0,2300
21177,21177,0.54,1,5,2,61.3,56.0,1875
21178,21178,0.31,1,6,6,62.1,54.0,436
21179,21179,0.72,3,3,4,63.4,57.0,3264
21180,21180,0.41,2,4,6,59.1,58.0,923
21181,21181,0.23,3,2,3,62.6,59.0,505
21182,21182,0.31,2,2,4,61.7,58.0,942
21183,21183,0.41,1,4,4,61.4,55.0,961
21184,21184,1.71,1,6,3,61.9,57.0,13660
21185,21185,0.32,3,4,3,62.3,54.0,730
21186,21186,1.22,1,6,6,61.9,56.0,5261
21187,21187,1.06,1,1,3,61.8,56.0,13588
21188,21188,1.43,1,2,3,62.4,57.0,14429
21189,21189,0.78,1,2,7,61.2,54.0,2596
21190,21190,0.41,2,4,5,60.9,58.0,827
21191,21191,0.4,2,3,2,60.2,59.0,1323
21192,21192,1.07,2,5,5,58.9,58.0,4830
21193,21193,0.36,2,5,6,63.0,55.0,648
21194,21194,1.52,2,6,8,61.2,58.0,3541
21195,21195,0.32,1,4,3,62.4,54.0,730
21196,21196,0.51,2,2,6,61.2,61.0,1402
21197,21197,0.36,1,1,3,61.6,57.0,1042
21198,21198,0.51,1,4,4,61.8,57.0,1662
21199,21199,0.36,1,4,1,62.2,53.0,1029
21200,21200,1.21,2,4,3,59.6,60.0,9370
21201,21201,0.9,4,5,4,60.6,61.0,4072
21202,21202,0.24,1,3,4,62.7,54.0,572
21203,21203,0.43,3,4,6,62.9,55.0,754
21204,21204,2.01,4,6,6,58.5,62.0,14998
21205,21205,2.01,3,5,6,59.1,58.0,18149
21206,21206,0.53,2,5,7,62.5,60.0,1113
21207,21207,0.73,1,2,2,62.0,56.0,4830
21208,21208,0.39,1,4,4,62.0,55.0,1008
21209,21209,1.03,3,1,5,63.3,57.0,7102
21210,21210,0.3,3,1,3,59.0,59.0,729
21211,21211,0.9,2,1,7,62.9,56.0,4007
21212,21212,0.5,2,4,7,62.0,59.0,1031
21213,21213,1.01,4,3,4,59.0,62.0,6794
21214,21214,0.41,1,3,2,61.8,57.0,1295
21215,21215,1.01,2,4,6,61.2,61.0,4672
21216,21216,2.17,1,6,6,60.4,56.0,17381
21217,21217,1.11,2,5,7,61.5,59.0,4662
21218,21218,1.2,2,2,6,62.5,56.0,6742
21219,21219,0.9,5,4,7,64.7,58.0,3104
21220,21220,0.68,4,3,4,60.0,60.8,2516
21221,21221,0.23,3,3,3,58.1,63.0,600
21222,21222,2.0,2,7,6,62.2,59.0,12308
21223,21223,0.54,2,4,5,62.7,58.0,1422
21224,21224,1.04,5,4,4,64.9,58.0,5633
21225,21225,1.8,1,1,7,62.9,54.0,7862
21226,21226,1.2,3,6,5,62.5,59.0,5724
21227,21227,0.47,4,2,4,58.3,61.2,1447
21228,21228,0.7,2,6,4,62.4,59.0,2394
21229,21229,1.52,1,4,5,62.8,54.0,13809
21230,21230,1.01,3,2,4,63.9,58.0,7597
21231,21231,0.7,3,3,6,62.3,57.0,2196
21232,21232,0.35,1,2,5,62.0,57.0,984
21233,21233,0.28,1,2,3,60.3,57.0,828
21234,21234,0.3,1,6,4,62.3,55.0,457
21235,21235,0.76,3,7,5,59.9,59.0,1949
21236,21236,0.9,5,6,5,64.1,66.0,2921
21237,21237,0.31,1,2,2,61.7,56.0,988
21238,21238,0.33,3,4,5,61.1,59.0,579
21239,21239,0.31,1,2,3,60.4,61.0,710
21240,21240,0.5,3,1,5,63.4,57.0,1758
21241,21241,1.05,1,5,7,61.2,57.0,4331
21242,21242,0.31,3,5,4,62.9,58.0,544
21243,21243,0.71,3,6,5,63.4,56.0,1840
21244,21244,0.31,1,1,2,60.4,56.0,984
21245,21245,0.51,3,3,6,63.7,55.0,1271
21246,21246,0.3,1,4,2,62.0,55.0,789
21247,21247,0.45,2,6,6,60.3,59.0,941
21248,21248,0.41,2,4,2,59.9,59.0,1230
21249,21249,1.32,1,7,5,62.3,57.0,6288
21250,21250,0.96,1,4,7,62.1,57.0,3871
21251,21251,1.1,1,4,7,62.5,55.0,5407
21252,21252,0.31,1,1,5,61.9,56.0,942
21253,21253,1.0,2,4,7,59.1,59.0,3696
21254,21254,0.66,3,4,3,60.5,59.0,2211
21255,21255,1.01,4,3,7,59.4,60.0,4011
21256,21256,2.25,2,5,7,62.8,59.0,18034
21257,21257,1.25,2,5,6,62.2,57.0,6783
21258,21258,0.9,3,1,6,62.8,59.0,4068
21259,21259,0.82,5,5,6,64.9,58.0,3057
21260,21260,1.02,4,3,5,63.3,59.0,6479
21261,21261,0.34,1,1,4,60.9,56.0,865
21262,21262,0.76,1,5,3,61.0,56.0,3249
21263,21263,0.31,1,5,6,62.9,56.0,558
21264,21264,0.7,2,7,3,61.9,58.0,1843
21265,21265,1.1,1,3,7,60.4,55.0,4809
21266,21266,0.76,2,1,6,61.1,59.0,2847
21267,21267,1.6,2,6,6,60.3,59.0,8808
21268,21268,1.73,2,3,7,61.5,60.0,9494
21269,21269,1.03,1,3,7,60.9,56.0,4891
21270,21270,0.96,1,3,7,60.9,60.0,4500
21271,21271,0.23,3,2,3,61.1,62.0,485
21272,21272,2.02,1,6,4,62.1,56.0,18324
21273,21273,1.52,4,5,6,64.1,59.0,8915
21274,21274,2.33,3,7,5,61.8,59.0,14801
21275,21275,0.7,2,3,5,58.7,61.0,2842
21276,21276,0.9,5,5,7,65.0,61.0,2883
21277,21277,0.42,3,4,4,62.4,59.0,921
21278,21278,0.42,1,2,5,62.4,55.0,958
21279,21279,0.35,1,5,4,62.0,56.0,788
21280,21280,1.23,2,3,7,59.9,58.0,5841
21281,21281,1.05,2,3,6,60.3,60.0,5557
21282,21282,1.07,1,6,6,61.5,57.0,5748
21283,21283,0.36,2,6,1,59.9,59.0,972
21284,21284,1.2,1,5,5,59.9,57.0,6487
21285,21285,0.3,2,3,3,61.1,59.0,737
21286,21286,0.38,1,2,3,61.8,54.2,1073
21287,21287,1.16,3,6,6,62.9,58.0,4586
21288,21288,0.91,3,2,7,60.3,59.0,3638
21289,21289,0.9,4,2,6,60.7,63.0,4173
21290,21290,1.7,3,4,4,60.6,59.0,16955
21291,21291,0.32,1,1,6,60.8,57.0,589
21292,21292,1.07,2,7,5,62.8,57.0,4224
21293,21293,1.2,4,4,7,63.6,54.0,5049
21294,21294,1.04,1,6,6,62.2,56.0,4484
21295,21295,0.55,1,5,6,61.4,56.0,1584
21296,21296,0.72,1,4,7,62.6,52.0,2295
21297,21297,0.55,1,4,3,61.4,56.0,2028
21298,21298,1.52,2,1,6,59.5,61.0,12823
21299,21299,1.28,1,6,4,61.3,57.0,7025
21300,21300,1.51,1,4,4,62.8,56.0,13811
21301,21301,1.09,3,3,7,58.5,59.0,4113
21302,21302,0.74,2,4,4,61.7,58.0,2815
21303,21303,0.43,2,3,7,60.5,59.0,871
21304,21304,1.22,3,3,3,60.7,62.0,10719
21305,21305,0.4,4,3,6,63.1,58.0,687
21306,21306,0.71,2,3,4,62.7,59.0,2839
21307,21307,1.01,3,1,7,62.9,60.0,4760
21308,21308,0.39,3,2,5,61.3,61.0,889
21309,21309,0.4,3,1,5,62.8,57.0,982
21310,21310,0.91,1,2,6,61.4,54.0,5252
21311,21311,0.63,1,1,5,62.1,55.0,2373
21312,21312,0.3,1,3,6,62.4,55.0,475
21313,21313,1.38,2,5,7,62.1,60.0,6646
21314,21314,0.32,4,5,4,63.1,57.0,561
21315,21315,0.7,1,1,6,61.8,55.0,3471
21316,21316,0.72,1,4,7,61.8,57.0,1866
21317,21317,0.54,1,3,4,60.9,57.0,1866
21318,21318,0.8,1,2,6,61.5,58.0,3362
21319,21319,0.93,3,2,6,63.1,57.0,4531
21320,21320,0.43,4,2,7,63.6,55.0,858
21321,21321,0.5,3,4,3,61.3,57.0,1729
21322,21322,0.4,2,4,3,62.7,59.0,1050
21323,21323,1.1,2,5,6,60.4,60.0,5056
21324,21324,0.53,1,6,6,61.5,56.0,1094
21325,21325,1.06,1,4,3,61.6,56.3,7934
21326,21326,0.56,1,5,4,61.8,55.0,1770
21327,21327,1.54,2,6,6,61.8,57.0,7512
21328,21328,0.9,2,3,6,62.6,60.0,4103
21329,21329,0.54,1,2,5,62.2,55.0,1847
21330,21330,0.8,1,3,7,59.9,59.0,2762
21331,21331,1.61,3,5,5,59.4,58.0,11627
21332,21332,0.74,1,3,5,60.8,57.0,3246
21333,21333,2.0,5,5,4,66.0,56.0,14199
21334,21334,0.7,4,5,7,63.6,54.0,1999
21335,21335,0.9,3,6,6,63.1,54.0,3211
21336,21336,1.13,2,6,7,62.2,59.0,3987
21337,21337,0.66,2,1,4,61.0,58.0,2861
21338,21338,0.6,1,3,7,61.7,56.0,1562
21339,21339,0.36,2,5,4,61.6,59.0,810
21340,21340,1.72,2,5,5,61.9,56.0,13122
21341,21341,0.54,1,4,4,61.4,57.0,1567
21342,21342,0.31,2,2,5,60.0,59.0,680
21343,21343,0.3,1,7,1,61.5,57.0,489
21344,21344,1.33,2,2,7,62.5,58.0,7090
21345,21345,0.7,1,1,3,60.9,59.0,3737
21346,21346,0.7,5,2,6,57.2,66.0,2000
21347,21347,0.3,1,2,5,62.6,54.0,658
21348,21348,0.48,2,5,6,61.9,58.0,990
21349,21349,0.41,4,4,4,63.3,62.0,847
21350,21350,1.01,2,7,5,61.0,61.0,3722
21351,21351,1.03,3,5,7,62.8,59.0,4964
21352,21352,0.4,2,1,7,61.9,58.0,666
21353,21353,0.53,1,2,5,62.3,57.0,1956
21354,21354,0.97,1,3,8,60.7,56.0,2856
21355,21355,0.32,1,2,3,62.0,55.0,1080
21356,21356,0.82,3,3,6,63.9,56.9,3048
21357,21357,1.04,1,6,6,61.7,57.0,4344
21358,21358,1.11,3,5,7,63.2,58.0,4973
21359,21359,0.36,1,3,6,61.5,56.0,770
21360,21360,0.52,5,2,3,57.2,64.0,2079
21361,21361,1.08,3,6,4,62.5,57.0,4790
21362,21362,0.5,4,2,6,64.6,54.0,1232
21363,21363,0.8,1,2,5,61.4,56.0,3972
21364,21364,0.5,5,2,6,65.0,58.0,1176
21365,21365,0.32,1,5,2,61.6,55.0,730
21366,21366,1.5,3,7,6,62.7,58.0,6987
21367,21367,0.32,1,5,1,61.2,57.0,814
21368,21368,0.4,3,7,4,63.0,58.0,631
21369,21369,0.53,4,2,6,63.1,56.0,1355
21370,21370,0.71,3,3,4,61.2,57.0,3045
21371,21371,0.66,3,5,2,61.9,59.0,2323
21372,21372,1.21,2,5,7,61.9,55.0,5218
21373,21373,0.3,3,5,5,60.9,61.0,473
21374,21374,0.3,1,6,7,62.0,55.0,360
21375,21375,0.72,3,1,5,61.8,58.0,3075
21376,21376,0.37,2,2,5,60.3,58.0,1041
21377,21377,0.48,2,3,6,61.1,61.0,1170
21378,21378,0.3,4,5,3,63.6,56.0,605
21379,21379,0.32,2,5,5,60.7,58.0,505
21380,21380,0.32,1,1,3,61.7,55.0,790
21381,21381,0.35,1,1,2,61.4,55.0,1672
21382,21382,0.9,1,2,6,61.7,57.0,4940
21383,21383,1.14,2,5,6,62.5,58.0,4948
21384,21384,0.3,3,1,6,62.5,59.0,552
21385,21385,0.33,2,2,5,61.0,60.0,928
21386,21386,0.35,2,1,5,60.4,58.0,1063
21387,21387,1.81,2,5,7,62.0,60.0,11460
21388,21388,0.55,1,4,7,61.8,55.0,1228
21389,21389,0.46,1,5,1,62.2,55.0,1450
21390,21390,0.4,1,2,6,61.2,57.0,945
21391,21391,0.9,1,4,6,60.3,56.0,3780
21392,21392,0.5,4,3,5,63.3,58.0,1436
21393,21393,1.01,3,1,5,60.4,58.0,6905
21394,21394,1.07,2,4,7,62.0,59.0,4523
21395,21395,0.42,1,6,2,60.2,57.0,945
21396,21396,0.34,3,3,5,62.9,58.0,686
21397,21397,1.52,3,7,5,62.6,58.0,7467
21398,21398,0.46,1,5,6,61.7,55.0,807
21399,21399,1.01,2,1,7,61.0,62.0,4939
21400,21400,0.91,2,6,4,59.5,62.0,3620
21401,21401,0.41,1,5,5,61.5,55.0,743
21402,21402,0.4,1,3,4,61.8,55.0,971
21403,21403,1.43,3,5,6,62.8,58.0,8069
21404,21404,0.32,3,3,2,62.7,60.0,926
21405,21405,0.47,1,5,1,61.9,56.0,1865
21406,21406,0.75,1,2,6,61.3,57.0,3053
21407,21407,0.93,2,5,6,61.8,59.0,3750
21408,21408,0.54,1,4,2,62.2,56.0,2080
21409,21409,0.7,3,2,5,60.2,57.0,2593
21410,21410,0.26,3,2,1,58.7,63.0,547
21411,21411,0.76,1,2,6,61.2,56.0,3401
21412,21412,0.75,5,3,6,64.5,60.0,2363
21413,21413,0.58,2,4,4,61.5,58.0,1884
21414,21414,0.33,3,4,5,62.8,54.0,579
21415,21415,0.24,3,1,3,60.1,57.0,499
21416,21416,2.07,3,5,6,62.1,59.0,17893
21417,21417,0.71,1,3,4,62.1,55.0,2839
21418,21418,1.19,1,3,5,62.0,57.0,8415
21419,21419,1.2,2,2,5,62.0,59.0,8279
21420,21420,0.6,4,3,7,62.0,62.0,1306
21421,21421,1.51,3,6,7,62.5,59.0,7400
21422,21422,0.32,3,4,5,63.1,57.0,720
21423,21423,0.31,2,2,5,61.8,59.0,872
21424,21424,1.01,4,2,6,57.9,57.0,5233
21425,21425,0.7,5,6,3,64.7,55.0,2117
21426,21426,0.42,4,3,6,63.4,56.0,722
21427,21427,0.7,4,2,4,65.5,57.0,2657
21428,21428,0.35,2,4,3,62.8,58.0,1024
21429,21429,0.37,2,1,3,61.0,60.0,1145
21430,21430,1.58,5,5,6,64.7,58.0,7333
21431,21431,0.44,3,2,6,62.9,58.0,810
21432,21432,0.61,1,5,6,61.9,54.0,1416
21433,21433,0.4,4,2,6,63.3,56.0,687
21434,21434,1.11,1,2,7,60.6,56.0,5962
21435,21435,1.89,1,5,4,61.6,56.0,17553
21436,21436,0.32,3,7,6,63.0,58.0,374
21437,21437,0.31,2,4,4,61.2,60.0,802
21438,21438,0.31,1,4,2,62.5,56.0,772
21439,21439,1.0,4,7,6,61.7,62.0,3690
21440,21440,1.02,3,2,6,62.6,58.0,5814
21441,21441,0.33,1,4,4,62.1,55.0,666
21442,21442,0.51,4,2,5,59.2,62.0,1554
21443,21443,1.3,2,6,1,61.8,58.0,7760
21444,21444,1.09,2,5,7,61.2,62.0,4395
21445,21445,0.43,2,1,6,61.0,58.0,993
21446,21446,0.72,2,2,6,60.9,60.0,2863
21447,21447,1.01,2,7,7,61.2,59.0,3733
21448,21448,0.93,1,6,6,62.5,55.0,3856
21449,21449,1.74,3,6,6,58.7,60.0,10823
21450,21450,0.9,2,6,1,62.6,59.0,4516
21451,21451,0.3,2,1,1,62.1,59.0,1130
21452,21452,1.54,1,4,2,60.8,57.0,16169
21453,21453,0.52,1,1,4,61.0,56.0,2010
21454,21454,0.53,1,2,5,61.9,56.0,1813
21455,21455,0.51,1,3,5,60.6,57.0,1583
21456,21456,1.2,3,3,6,63.5,57.0,6872
21457,21457,0.39,3,6,3,62.7,58.0,817
21458,21458,1.0,2,4,7,62.2,57.0,3998
21459,21459,0.37,1,2,4,61.6,54.7,886
21460,21460,0.57,2,2,5,61.4,58.0,1851
21461,21461,1.13,2,1,7,62.0,58.0,5376
21462,21462,1.23,1,5,5,62.3,56.0,7260
21463,21463,1.03,3,5,6,58.6,61.0,4326
21464,21464,0.56,3,6,2,62.4,56.0,1580
21465,21465,1.09,3,2,6,62.8,56.0,5771
21466,21466,0.8,2,3,5,62.0,61.0,3369
21467,21467,0.9,3,1,6,63.3,57.0,4304
21468,21468,0.51,2,5,6,60.6,59.0,1116
21469,21469,0.27,3,4,3,61.0,56.0,504
21470,21470,1.3,2,3,7,61.6,58.0,5788
21471,21471,1.01,4,2,6,64.7,57.0,4608
21472,21472,1.11,3,5,4,63.2,57.0,6061
21473,21473,0.7,1,5,4,61.2,55.0,3185
21474,21474,0.31,2,2,4,61.1,58.0,942
21475,21475,2.02,1,6,6,62.4,56.0,16128
21476,21476,1.52,2,4,2,62.7,59.0,12498
21477,21477,0.31,4,2,6,63.7,57.0,544
21478,21478,0.3,1,2,5,62.1,55.0,658
21479,21479,0.7,5,5,6,65.2,58.0,2048
21480,21480,0.3,1,7,4,59.7,57.0,506
21481,21481,0.71,2,6,5,59.3,59.0,2300
21482,21482,1.03,1,3,3,61.1,57.0,10049
21483,21483,0.3,2,2,5,60.7,59.0,658
21484,21484,0.3,2,2,6,60.6,58.0,526
21485,21485,1.51,2,1,4,62.9,54.0,17515
21486,21486,0.43,4,1,7,63.4,57.0,669
21487,21487,1.24,3,7,6,61.6,60.0,5045
21488,21488,0.25,3,4,2,61.8,56.0,525
21489,21489,1.51,2,6,5,61.8,59.0,9301
21490,21490,0.54,1,5,1,60.3,55.0,2210
21491,21491,0.5,4,4,1,64.0,55.0,2081
21492,21492,1.2,3,5,4,62.0,57.0,6177
21493,21493,0.71,3,2,6,62.9,55.0,2964
21494,21494,0.46,3,1,2,62.2,56.0,1778
21495,21495,0.53,1,3,5,62.3,55.0,1566
21496,21496,1.58,1,4,4,61.3,57.0,14624
21497,21497,0.71,3,1,5,63.1,59.0,3096
21498,21498,0.41,3,3,6,62.3,60.0,679
21499,21499,0.53,1,3,6,62.9,57.0,1363
21500,21500,0.42,2,2,6,60.0,58.0,926
21501,21501,1.02,2,5,5,60.2,62.0,5432
21502,21502,0.24,3,2,3,64.4,53.0,485
21503,21503,1.0,3,2,3,59.5,59.0,9139
21504,21504,0.41,2,2,6,59.3,61.0,904
21505,21505,0.96,2,6,7,61.3,60.0,2669
21506,21506,0.3,2,3,7,61.3,58.0,394
21507,21507,0.41,1,2,4,62.7,57.0,1153
21508,21508,0.44,4,2,7,63.2,59.0,684
21509,21509,0.62,2,4,7,60.2,61.0,1345
21510,21510,0.39,1,4,1,60.6,56.0,1209
21511,21511,0.65,3,6,2,61.8,56.0,1801
21512,21512,0.54,1,3,7,62.2,56.0,1065
21513,21513,0.32,1,4,2,61.4,57.0,814
